epoch,step,train_accuracy_epoch,train_accuracy_step,train_loss_epoch,train_loss_step
0,4,,0.21875,,1.6087799072265625
0,9,,0.09375,,1.6168559789657593
0,14,,0.46875,,1.5620795488357544
0,19,,0.3125,,1.5844721794128418
0,24,,0.1875,,1.5756586790084839
0,29,,0.375,,1.5498665571212769
0,34,,0.4375,,1.5281600952148438
0,39,,0.4375,,1.4745749235153198
0,44,,0.59375,,1.4265615940093994
0,49,,0.5,,1.4409663677215576
0,54,,0.4375,,1.463712215423584
0,59,,0.65625,,1.3774776458740234
0,62,0.40149998664855957,,1.5160413980484009,
1,64,,0.65625,,1.2698997259140015
1,69,,0.78125,,1.168592095375061
1,74,,0.5625,,1.2376222610473633
1,79,,0.625,,1.1327747106552124
1,84,,0.8125,,1.0167920589447021
1,89,,0.84375,,1.022943377494812
1,94,,0.75,,0.8957127332687378
1,99,,0.75,,1.0754647254943848
1,104,,0.78125,,0.8990205526351929
1,109,,0.6875,,0.8931034803390503
1,114,,0.6875,,0.8700198531150818
1,119,,0.6875,,0.8721812963485718
1,124,,0.75,,0.8982040882110596
1,125,0.703000009059906,,1.0242663621902466,
