epoch,step,train_accuracy_epoch,train_accuracy_step,train_loss_epoch,train_loss_step
0,4,,0.15625,,1.6115127801895142
0,9,,0.28125,,1.5830646753311157
0,14,,0.3125,,1.5773577690124512
0,19,,0.1875,,1.5567505359649658
0,24,,0.21875,,1.5614491701126099
0,29,,0.25,,1.5657958984375
0,34,,0.3125,,1.510045051574707
0,39,,0.4375,,1.4457807540893555
0,44,,0.53125,,1.451632022857666
0,49,,0.4375,,1.4976701736450195
0,54,,0.4375,,1.4094476699829102
0,59,,0.53125,,1.3474990129470825
0,62,0.40149998664855957,,1.5055420398712158,
1,64,,0.75,,1.2808294296264648
1,69,,0.84375,,1.1392812728881836
1,74,,0.6875,,1.219651699066162
1,79,,0.59375,,1.1516963243484497
1,84,,0.75,,1.063518762588501
1,89,,0.75,,1.026023268699646
1,94,,0.6875,,0.922575831413269
1,99,,0.78125,,1.0076711177825928
1,104,,0.71875,,0.8467137813568115
1,109,,0.75,,0.8370876908302307
1,114,,0.78125,,0.8274309635162354
1,119,,0.8125,,0.7377898693084717
1,124,,0.6875,,0.9768521785736084
1,125,0.6995000243186951,,1.0201101303100586,
