epoch,step,train_accuracy_epoch,train_accuracy_step,train_loss_epoch,train_loss_step
0,4,,0.15625,,1.610518217086792
0,9,,0.25,,1.595681071281433
0,14,,0.40625,,1.576233148574829
0,19,,0.40625,,1.5781147480010986
0,24,,0.375,,1.563903570175171
0,29,,0.4375,,1.5524238348007202
0,34,,0.46875,,1.508180856704712
0,39,,0.40625,,1.4788925647735596
0,44,,0.25,,1.5279998779296875
0,49,,0.40625,,1.4790563583374023
0,54,,0.5,,1.450174331665039
0,59,,0.40625,,1.3908965587615967
0,62,0.3824999928474426,,1.5229026079177856,
1,64,,0.53125,,1.3420279026031494
1,69,,0.5625,,1.218457579612732
1,74,,0.65625,,1.262666940689087
1,79,,0.6875,,1.1094698905944824
1,84,,0.78125,,1.1186702251434326
1,89,,0.53125,,1.1056253910064697
1,94,,0.8125,,0.8934271335601807
1,99,,0.65625,,1.0831329822540283
1,104,,0.65625,,1.0026648044586182
1,109,,0.65625,,0.9486507773399353
1,114,,0.78125,,0.8401662707328796
1,119,,0.6875,,0.8636869788169861
1,124,,0.8125,,0.8606127500534058
1,125,0.6784999966621399,,1.0555044412612915,
