epoch,step,train_accuracy_epoch,train_accuracy_step,train_loss_epoch,train_loss_step
0,4,,0.25,,1.6021350622177124
0,9,,0.3125,,1.588904857635498
0,14,,0.46875,,1.5451421737670898
0,19,,0.28125,,1.5643469095230103
0,24,,0.375,,1.5537834167480469
0,29,,0.375,,1.5364540815353394
0,34,,0.46875,,1.4704090356826782
0,39,,0.375,,1.466475248336792
0,44,,0.46875,,1.4173012971878052
0,49,,0.5,,1.438082218170166
0,54,,0.53125,,1.3963558673858643
0,59,,0.46875,,1.405218243598938
0,62,0.40400001406669617,,1.4987657070159912,
1,64,,0.5,,1.3128550052642822
1,69,,0.71875,,1.1689481735229492
1,74,,0.625,,1.2130539417266846
1,79,,0.625,,1.1293991804122925
1,84,,0.84375,,0.993518590927124
1,89,,0.78125,,0.9656221866607666
1,94,,0.8125,,0.9018077850341797
1,99,,0.65625,,1.0497912168502808
1,104,,0.71875,,0.8776432275772095
1,109,,0.6875,,0.8162355422973633
1,114,,0.75,,0.8547813296318054
1,119,,0.65625,,0.7612576484680176
1,124,,0.78125,,0.8767728805541992
1,125,0.6959999799728394,,1.0072232484817505,
