epoch,step,train_accuracy_epoch,train_accuracy_step,train_loss_epoch,train_loss_step
0,4,,0.25,,1.5941979885101318
0,9,,0.28125,,1.5804297924041748
0,14,,0.25,,1.5743563175201416
0,19,,0.46875,,1.5398554801940918
0,24,,0.40625,,1.5263960361480713
0,29,,0.34375,,1.4884891510009766
0,34,,0.40625,,1.4712278842926025
0,39,,0.40625,,1.4893664121627808
0,44,,0.65625,,1.3900105953216553
0,49,,0.71875,,1.3306399583816528
0,54,,0.46875,,1.391878604888916
0,59,,0.78125,,1.2371182441711426
0,62,0.43549999594688416,,1.4789347648620605,
1,64,,0.625,,1.2092578411102295
1,69,,0.65625,,1.1849782466888428
1,74,,0.65625,,1.1459441184997559
1,79,,0.875,,1.032512903213501
1,84,,0.6875,,1.0527349710464478
1,89,,0.75,,0.9342275261878967
1,94,,0.8125,,0.8232311606407166
1,99,,0.625,,0.9806312918663025
1,104,,0.71875,,0.8429049253463745
1,109,,0.75,,0.8343729972839355
1,114,,0.71875,,0.8392844200134277
1,119,,0.6875,,0.7443881630897522
1,124,,0.78125,,0.8997917175292969
1,125,0.7254999876022339,,0.9633854031562805,
